'1', '0', 'transmission_control', 'email_out', 'Conexion_establecida', '331', '757', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '142', '90', '0.63', '0.04', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00'
'5040', '0', 'transmission_control', 'web', 'Conexion_establecida', '6681', '159', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '2', '255', '1.00', '0.00', '0.50', '0.01', '0.00', '0.00', '0.00', '0.00'
'5041', '0', 'user_datagram', 'dns_udp', 'Conexion_establecida', '33', '33', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '246', '0.96', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5042', '0', 'transmission_control', 'web', 'Conexion_establecida', '1152', '239', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15', '18', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.22', '34', '255', '1.00', '0.00', '0.03', '0.04', '0.00', '0.00', '0.00', '0.01'
'5043', '0', 'transmission_control', 'file_transfer_data', 'Conexion_establecida', '0', '334', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '4', '26', '1.00', '0.00', '1.00', '0.08', '0.00', '0.00', '0.00', '0.00'
'5044', '0', 'transmission_control', 'web', 'Conexion_establecida', '1875', '233', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '164', '255', '1.00', '0.00', '0.01', '0.02', '0.01', '0.00', '0.00', '0.00'
'5045', '0', 'transmission_control', 'web', 'Conexion_establecida', '975', '283', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '5', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '19', '255', '1.00', '0.00', '0.05', '0.02', '0.00', '0.00', '0.00', '0.00'
'5046', '0', 'transmission_control', 'web', 'Conexion_establecida', '2295', '275', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '118', '118', '1.00', '0.00', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00'
'5047', '0', 'transmission_control', 'web', 'Conexion_establecida', '492', '219', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '27', '67', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.10', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5048', '0', 'transmission_control', 'web', 'Conexion_establecida', '2073', '217', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '28', '32', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.09', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5049', '0', 'transmission_control', 'web', 'Conexion_establecida', '11354', '271', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '6', '6', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '20', '255', '1.00', '0.00', '0.05', '0.04', '0.00', '0.00', '0.00', '0.00'
'5050', '0', 'transmission_control', 'web', 'Conexion_establecida', '503', '235', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '10', '10', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '95', '255', '1.00', '0.00', '0.01', '0.04', '0.00', '0.00', '0.00', '0.00'
'5051', '0', 'transmission_control', 'web', 'Conexion_establecida', '482', '344', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '14', '14', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00'
'5052', '0', 'transmission_control', 'web', 'Conexion_establecida', '268', '254', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '10', '10', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '248', '0.97', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5053', '0', 'user_datagram', 'dns_udp', 'Conexion_establecida', '31', '31', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '12', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.25', '255', '193', '0.76', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5054', '0', 'transmission_control', 'web', 'Conexion_establecida', '1099', '210', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '11', '11', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '50', '255', '1.00', '0.00', '0.02', '0.01', '0.00', '0.00', '0.00', '0.00'
'5055', '0', 'transmission_control', 'web', 'Conexion_establecida', '20519', '322', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '4', '4', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '46', '104', '1.00', '0.00', '0.02', '0.04', '0.00', '0.00', '0.00', '0.00'
'5056', '0', 'transmission_control', 'web', 'Conexion_establecida', '2177', '243', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '9', '9', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '75', '255', '1.00', '0.00', '0.01', '0.07', '0.00', '0.01', '0.00', '0.00'
'5057', '0', 'transmission_control', 'web', 'Conexion_establecida', '9284', '262', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '16', '21', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.10', '86', '255', '1.00', '0.00', '0.01', '0.03', '0.01', '0.01', '0.00', '0.01'
'5058', '0', 'user_datagram', 'dns_udp', 'Conexion_establecida', '46', '46', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '9', '17', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.18', '255', '254', '1.00', '0.01', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00'
'5059', '0', 'transmission_control', 'web', 'Conexion_establecida', '5931', '517', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '14', '14', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5060', '0', 'transmission_control', 'web', 'Conexion_establecida', '2486', '204', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '23', '23', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5061', '0', 'transmission_control', 'web', 'Conexion_establecida', '410', '313', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '12', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.33', '105', '255', '1.00', '0.00', '0.01', '0.01', '0.00', '0.00', '0.00', '0.00'
'5062', '0', 'transmission_control', 'email_out', 'Conexion_establecida', '332', '994', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '2', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '4', '132', '1.00', '0.00', '0.25', '0.02', '0.00', '0.00', '0.00', '0.00'
'5063', '23', 'transmission_control', 'email_out', 'Conexion_establecida', '334', '819', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '57', '157', '0.70', '0.05', '0.02', '0.01', '0.00', '0.00', '0.00', '0.05'
'5064', '0', 'user_datagram', 'dns_udp', 'Conexion_establecida', '42', '42', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.40', '255', '102', '0.40', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5065', '0', 'transmission_control', 'web', 'Conexion_establecida', '1337', '279', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '7', '18', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.11', '21', '255', '1.00', '0.00', '0.05', '0.01', '0.00', '0.00', '0.00', '0.00'
'5066', '0', 'transmission_control', 'web', 'Conexion_establecida', '8510', '456', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15', '15', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5067', '0', 'transmission_control', 'web', 'Conexion_rechazada', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0.00', '0.00', '1.00', '1.00', '1.00', '0.00', '1.00', '3', '146', '1.00', '0.00', '0.33', '0.16', '0.00', '0.00', '1.00', '1.00'
'5068', '0', 'transmission_control', 'web', 'Conexion_establecida', '2943', '179', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '9', '18', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.11', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5069', '23', 'transmission_control', 'file_transfer', 'Conexion_establecida', '1069', '344', '0', '0', '0', '0', '6', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '38', '0.15', '0.02', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5070', '0', 'transmission_control', 'web', 'Conexion_establecida', '1690', '342', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '9', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.33', '5', '255', '1.00', '0.00', '0.20', '0.07', '0.00', '0.00', '0.00', '0.00'
'5071', '0', 'transmission_control', 'web', 'Conexion_establecida', '5701', '173', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '64', '255', '1.00', '0.00', '0.02', '0.02', '0.00', '0.00', '0.00', '0.00'
'5072', '0', 'user_datagram', 'dns_udp', 'Conexion_establecida', '0', '36', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '13', '13', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '65', '255', '1.00', '0.00', '1.00', '0.01', '0.00', '0.00', '0.00', '0.00'
'5073', '0', 'transmission_control', 'web', 'Conexion_establecida', '697', '238', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '4', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.40', '16', '255', '1.00', '0.00', '0.06', '0.05', '0.00', '0.00', '0.00', '0.00'
'5074', '0', 'transmission_control', 'web', 'Conexion_establecida', '654', '207', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '8', '8', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5075', '0', 'transmission_control', 'web', 'Conexion_establecida', '8258', '304', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '4', '4', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5076', '0', 'transmission_control', 'web', 'Conexion_establecida', '299', '197', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.40', '114', '255', '1.00', '0.00', '0.01', '0.02', '0.00', '0.00', '0.00', '0.00'
'5077', '0', 'transmission_control', 'web', 'Conexion_rechazada', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '1.00', '1.00', '1.00', '0.00', '0.00', '29', '255', '1.00', '0.00', '0.03', '0.09', '0.00', '0.00', '1.00', '1.00'
'5078', '0', 'transmission_control', 'web', 'Conexion_establecida', '2873', '339', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '10', '10', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5079', '0', 'user_datagram', 'dns_udp', 'Conexion_establecida', '0', '33', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.80', '117', '11', '0.09', '0.05', '0.09', '0.00', '0.00', '0.00', '0.00', '0.00'
'5080', '0', 'transmission_control', 'web', 'Conexion_establecida', '5570', '333', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '12', '19', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.21', '38', '255', '1.00', '0.00', '0.03', '0.07', '0.00', '0.00', '0.00', '0.00'
'5081', '4', 'transmission_control', 'email_out', 'Conexion_establecida', '336', '1102', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '1.00', '208', '150', '0.62', '0.02', '0.00', '0.01', '0.00', '0.00', '0.00', '0.00'
'5082', '0', 'transmission_control', 'web', 'Conexion_establecida', '20290', '324', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '6', '6', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '20', '255', '1.00', '0.00', '0.05', '0.01', '0.00', '0.00', '0.00', '0.00'
'5083', '0', 'transmission_control', 'web', 'Conexion_establecida', '1553', '201', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '2', '255', '1.00', '0.00', '0.50', '0.05', '0.00', '0.00', '0.00', '0.00'
'5084', '0', 'transmission_control', 'web', 'Conexion_establecida', '415', '293', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '18', '18', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5085', '0', 'transmission_control', 'web', 'Conexion_establecida', '6233', '317', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '7', '7', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '7', '255', '1.00', '0.00', '0.14', '0.01', '0.00', '0.00', '0.00', '0.00'
'5086', '5', 'transmission_control', 'email_out', 'Conexion_establecida', '335', '1146', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '151', '195', '0.75', '0.03', '0.01', '0.01', '0.00', '0.00', '0.00', '0.00'
'5087', '0', 'transmission_control', 'web', 'Conexion_establecida', '10920', '268', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '4', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.50', '221', '255', '1.00', '0.00', '0.00', '0.01', '0.00', '0.00', '0.00', '0.00'
'5088', '0', 'transmission_control', 'web', 'Conexion_establecida', '30570', '235', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '3', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5089', '12', 'transmission_control', 'remote_login', 'Conexion_establecida', '21625', '362', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '37', '7', '0.19', '0.11', '0.03', '0.00', '0.00', '0.00', '0.00', '0.00'
'5090', '0', 'transmission_control', 'web', 'Conexion_establecida', '1193', '205', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '6', '6', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5091', '0', 'transmission_control', 'web', 'Conexion_establecida', '805', '182', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5092', '0', 'transmission_control', 'web', 'Conexion_establecida', '934', '310', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '9', '9', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '223', '255', '1.00', '0.00', '0.00', '0.01', '0.00', '0.00', '0.00', '0.00'
'5093', '0', 'transmission_control', 'web', 'Conexion_establecida', '1648', '215', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '9', '9', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '9', '255', '1.00', '0.00', '0.11', '0.02', '0.00', '0.00', '0.00', '0.00'
'5094', '0', 'user_datagram', 'dns_udp', 'Conexion_establecida', '46', '46', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '8', '13', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.15', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5095', '0', 'transmission_control', 'user_lookup', 'Conexion_establecida', '0', '9', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '142', '10', '0.06', '0.02', '0.01', '0.20', '0.06', '0.30', '0.01', '0.00'
'5096', '0', 'transmission_control', 'email_out', 'Conexion_establecida', '384', '1328', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '14', '120', '0.64', '0.14', '0.07', '0.02', '0.00', '0.00', '0.00', '0.00'
'5097', '0', 'transmission_control', 'email_out', 'Conexion_establecida', '331', '1064', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '1.00', '160', '101', '0.63', '0.03', '0.01', '0.00', '0.00', '0.00', '0.01', '0.01'
'5098', '0', 'transmission_control', 'web', 'Conexion_rechazada', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '1.00', '1.00', '1.00', '0.00', '0.00', '1', '250', '1.00', '0.00', '1.00', '0.32', '0.00', '0.00', '1.00', '1.00'
'5099', '0', 'transmission_control', 'web', 'Conexion_establecida', '5209', '334', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '4', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.40', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5100', '0', 'transmission_control', 'web', 'Conexion_establecida', '7336', '186', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '9', '9', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00'
'5101', '0', 'transmission_control', 'web', 'Conexion_establecida', '6329', '201', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '8', '22', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.09', '50', '255', '1.00', '0.00', '0.02', '0.04', '0.00', '0.00', '0.00', '0.00'
'5102', '0', 'transmission_control', 'authentication', 'Conexion_establecida', '38', '10', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '104', '9', '0.04', '0.05', '0.01', '0.22', '0.00', '0.00', '0.00', '0.00'
'5103', '0', 'transmission_control', 'web', 'Conexion_establecida', '2531', '209', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '7', '19', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.11', '105', '105', '1.00', '0.00', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00'
'5104', '0', 'transmission_control', 'web', 'Conexion_establecida', '8422', '321', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '12', '12', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5105', '0', 'transmission_control', 'web', 'Conexion_establecida', '406', '227', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '16', '16', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5106', '5085', 'transmission_control', 'file_transfer', 'Conexion_establecida', '2273', '1019', '0', '0', '0', '0', '20', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '19', '0.07', '0.02', '0.00', '0.00', '0.15', '0.00', '0.00', '0.00'
'5107', '0', 'user_datagram', 'dns_udp', 'Conexion_establecida', '48', '32', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '6', '10', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.20', '255', '242', '0.95', '0.01', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00'
'5108', '0', 'transmission_control', 'web', 'Conexion_establecida', '1718', '235', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '6', '6', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '228', '255', '1.00', '0.00', '0.00', '0.01', '0.00', '0.00', '0.00', '0.00'
'5109', '0', 'transmission_control', 'web', 'Conexion_establecida', '2698', '299', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5110', '0', 'transmission_control', 'web', 'Conexion_establecida', '3222', '307', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '24', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.12', '255', '250', '0.98', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5111', '0', 'transmission_control', 'web', 'Conexion_establecida', '1752', '354', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '5', '255', '1.00', '0.00', '0.20', '0.04', '0.00', '0.00', '0.00', '0.00'
'5112', '0', 'transmission_control', 'web', 'Conexion_rechazada', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '5', '0.00', '0.00', '1.00', '0.60', '1.00', '0.00', '0.60', '1', '255', '1.00', '0.00', '1.00', '0.16', '0.00', '0.00', '1.00', '0.76'
'5113', '0', 'transmission_control', 'web', 'Conexion_establecida', '2118', '240', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5114', '0', 'transmission_control', 'web', 'Conexion_establecida', '3159', '322', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '13', '13', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '83', '255', '1.00', '0.00', '0.01', '0.02', '0.00', '0.00', '0.00', '0.00'
'5115', '0', 'transmission_control', 'web', 'Conexion_establecida', '2223', '392', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '6', '20', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.30', '86', '255', '1.00', '0.00', '0.01', '0.03', '0.01', '0.01', '0.00', '0.00'
'5116', '0', 'user_datagram', 'dns_udp', 'Conexion_establecida', '0', '36', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '4', '7', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.29', '82', '82', '1.00', '0.00', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5117', '0', 'transmission_control', 'web', 'Conexion_establecida', '285', '318', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '36', '36', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'5118', '0', 'user_datagram', 'dns_udp', 'Conexion_establecida', '130', '43', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '81', '161', '0.00', '0.00', '0.00', '0.00', '0.99', '0.02', '0.01', '255', '244', '0.96', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
